loan_amnt,term,annual_inc,purpose,home_ownership,outcome
12175,36 months,65000,other,RENT,paid off
2000,36 months,17500,other,RENT,default
17050,60 months,38000,credit_card,MORTGAGE,paid off
15000,60 months,200000,major_purchase,MORTGAGE,paid off
14400,60 months,41527,car,MORTGAGE,default
18000,36 months,96000,debt_consolidation,MORTGAGE,paid off
10000,36 months,74500,debt_consolidation,RENT,default
16000,36 months,65000,debt_consolidation,MORTGAGE,paid off
10000,36 months,30000,debt_consolidation,MORTGAGE,default
8875,36 months,40000,debt_consolidation,RENT,default
12000,36 months,42000,credit_card,MORTGAGE,paid off
10000,36 months,45000,credit_card,RENT,paid off
6000,60 months,140000,credit_card,RENT,default
7200,36 months,77983,debt_consolidation,MORTGAGE,paid off
30000,60 months,86150,debt_consolidation,MORTGAGE,default
6000,36 months,27000,debt_consolidation,RENT,paid off
10000,36 months,30000,debt_consolidation,OWN,default
10400,36 months,70000,debt_consolidation,RENT,paid off
12000,36 months,58000,debt_consolidation,RENT,default
2500,36 months,40000,debt_consolidation,RENT,default
3000,36 months,42000,debt_consolidation,MORTGAGE,default
19425,60 months,90000,debt_consolidation,MORTGAGE,paid off
12600,60 months,59000,small_business,RENT,default
10500,36 months,40500,debt_consolidation,RENT,default
10050,36 months,30000,credit_card,RENT,paid off
4000,36 months,31000,credit_card,RENT,default
24175,36 months,68000,home_improvement,MORTGAGE,default
28000,60 months,90000,debt_consolidation,MORTGAGE,default
6000,36 months,50000,debt_consolidation,RENT,paid off
1200,36 months,26400,other,RENT,default
14000,36 months,45600,debt_consolidation,OWN,default
15250,36 months,52000,home_improvement,MORTGAGE,default
10000,36 months,145000,other,MORTGAGE,paid off
6000,36 months,58800,debt_consolidation,RENT,default
9100,36 months,83000,debt_consolidation,OWN,paid off
12000,60 months,45000,other,RENT,default
8000,36 months,65000,debt_consolidation,MORTGAGE,paid off
18225,60 months,46000,debt_consolidation,RENT,default
3000,36 months,50000,debt_consolidation,RENT,default
20000,60 months,36000,other,RENT,default
18000,36 months,175000,debt_consolidation,RENT,paid off
5000,36 months,20000,credit_card,RENT,paid off
18000,60 months,48672,credit_card,MORTGAGE,default
15050,36 months,42000,medical,RENT,paid off
1000,36 months,36000,other,MORTGAGE,default
9600,36 months,125000,debt_consolidation,RENT,default
25000,60 months,67200,debt_consolidation,RENT,default
5000,36 months,134000,home_improvement,MORTGAGE,paid off
2100,36 months,44500,medical,RENT,paid off
14000,60 months,67000,debt_consolidation,MORTGAGE,paid off
7950,36 months,29000,credit_card,MORTGAGE,paid off
11200,60 months,45000,small_business,RENT,paid off
20000,60 months,130000,debt_consolidation,MORTGAGE,default
3200,36 months,103000,home_improvement,MORTGAGE,paid off
10000,36 months,69996,debt_consolidation,MORTGAGE,paid off
5350,36 months,60278,debt_consolidation,MORTGAGE,default
10000,36 months,89000,other,MORTGAGE,default
12725,60 months,90000,home_improvement,OWN,paid off
7500,36 months,100000,debt_consolidation,RENT,default
5600,36 months,50000,debt_consolidation,OWN,paid off
28000,36 months,210000,debt_consolidation,MORTGAGE,default
35000,60 months,120000,debt_consolidation,MORTGAGE,paid off
10000,36 months,38000,other,OWN,default
22250,60 months,47532,debt_consolidation,MORTGAGE,default
5000,36 months,16800,other,RENT,default
27625,60 months,61464,debt_consolidation,RENT,paid off
12000,36 months,38000,debt_consolidation,RENT,default
10050,36 months,45600,debt_consolidation,RENT,default
10000,36 months,123000,debt_consolidation,RENT,default
10000,60 months,65000,car,MORTGAGE,paid off
16000,60 months,38000,debt_consolidation,MORTGAGE,default
12375,36 months,36000,debt_consolidation,RENT,default
5400,36 months,38000,debt_consolidation,RENT,paid off
24175,36 months,150000,debt_consolidation,MORTGAGE,default
2000,36 months,28000,credit_card,RENT,paid off
9600,36 months,100000,debt_consolidation,MORTGAGE,paid off
11000,36 months,42000,car,MORTGAGE,paid off
12000,36 months,57600,small_business,MORTGAGE,default
8975,36 months,27000,debt_consolidation,RENT,default
8000,36 months,53000,vacation,RENT,default
12000,36 months,67000,debt_consolidation,RENT,paid off
21850,60 months,45000,debt_consolidation,MORTGAGE,default
12375,36 months,34000,debt_consolidation,OWN,default
2625,36 months,28000,debt_consolidation,RENT,paid off
3000,36 months,30000,major_purchase,RENT,paid off
3000,36 months,48000,credit_card,RENT,paid off
13000,36 months,81600,home_improvement,MORTGAGE,paid off
12000,36 months,123144,debt_consolidation,RENT,paid off
17100,60 months,81000,credit_card,MORTGAGE,paid off
12000,36 months,81000,small_business,MORTGAGE,default
10000,36 months,71496,debt_consolidation,RENT,paid off
22800,60 months,51500,debt_consolidation,MORTGAGE,paid off
4800,36 months,115000,debt_consolidation,MORTGAGE,paid off
15000,36 months,69830,medical,OWN,paid off
20050,36 months,55846,debt_consolidation,RENT,paid off
7500,36 months,55000,debt_consolidation,RENT,paid off
5000,60 months,54500,debt_consolidation,MORTGAGE,default
12000,36 months,140000,debt_consolidation,MORTGAGE,default
8325,36 months,24790,home_improvement,MORTGAGE,default
8475,36 months,63827,debt_consolidation,OWN,paid off
1675,36 months,17048,other,MORTGAGE,paid off
7475,36 months,31000,debt_consolidation,OWN,default
15000,36 months,44000,other,RENT,default
7000,36 months,43000,credit_card,RENT,default
9000,36 months,33098,credit_card,MORTGAGE,paid off
16000,60 months,49000,credit_card,MORTGAGE,default
16000,60 months,80000,other,OWN,default
13000,36 months,40000,debt_consolidation,OWN,paid off
12000,60 months,40000,debt_consolidation,RENT,default
32875,60 months,74000,debt_consolidation,MORTGAGE,default
1500,36 months,64000,debt_consolidation,RENT,paid off
14000,36 months,41510,credit_card,RENT,default
10000,60 months,72000,credit_card,MORTGAGE,paid off
4000,36 months,85000,car,MORTGAGE,paid off
18000,36 months,135000,credit_card,MORTGAGE,paid off
10000,36 months,48000,credit_card,RENT,paid off
3000,36 months,69480,medical,MORTGAGE,paid off
8700,36 months,34000,debt_consolidation,OWN,paid off
15000,36 months,51700,debt_consolidation,MORTGAGE,paid off
15000,60 months,51000,credit_card,RENT,paid off
8800,36 months,48000,small_business,RENT,paid off
23500,60 months,80000,debt_consolidation,MORTGAGE,paid off
3000,36 months,52000,debt_consolidation,MORTGAGE,paid off
10625,36 months,31788,debt_consolidation,MORTGAGE,default
26800,60 months,59645,debt_consolidation,OWN,default
2150,36 months,46000,debt_consolidation,RENT,default
12000,36 months,30000,credit_card,MORTGAGE,paid off
7000,36 months,36000,home_improvement,MORTGAGE,default
2800,36 months,35000,credit_card,RENT,paid off
2500,36 months,50000,home_improvement,MORTGAGE,paid off
5600,36 months,71267,credit_card,MORTGAGE,paid off
7200,36 months,32000,debt_consolidation,RENT,default
24000,60 months,83000,debt_consolidation,RENT,paid off
8000,36 months,44051,credit_card,MORTGAGE,paid off
8000,36 months,63000,debt_consolidation,RENT,paid off
4000,36 months,40000,debt_consolidation,MORTGAGE,default
25475,60 months,57000,debt_consolidation,MORTGAGE,paid off
1800,36 months,40000,other,RENT,default
20700,60 months,150000,debt_consolidation,RENT,default
5550,36 months,30000,debt_consolidation,MORTGAGE,default
7550,36 months,48000,credit_card,MORTGAGE,default
8000,36 months,41050,other,MORTGAGE,default
8400,36 months,45000,other,OWN,default
18000,36 months,92000,debt_consolidation,RENT,paid off
4475,36 months,55000,debt_consolidation,MORTGAGE,default
8000,36 months,65000,credit_card,MORTGAGE,default
12000,36 months,49000,debt_consolidation,MORTGAGE,default
14625,36 months,55000,debt_consolidation,MORTGAGE,default
1000,36 months,70885,vacation,MORTGAGE,paid off
10000,36 months,320000,home_improvement,MORTGAGE,paid off
7000,36 months,55000,credit_card,MORTGAGE,paid off
6000,36 months,23040,credit_card,RENT,default
8000,36 months,52000,debt_consolidation,RENT,paid off
4400,36 months,90000,medical,MORTGAGE,default
10000,36 months,24000,debt_consolidation,RENT,default
8000,36 months,36000,credit_card,MORTGAGE,default
3075,36 months,55000,vacation,RENT,default
5500,36 months,42240,debt_consolidation,MORTGAGE,paid off
9500,36 months,90000,credit_card,MORTGAGE,paid off
3000,36 months,43000,vacation,RENT,default
15000,36 months,72000,debt_consolidation,RENT,default
15000,60 months,81012,debt_consolidation,MORTGAGE,paid off
9700,36 months,55000,credit_card,RENT,default
8000,36 months,54000,credit_card,RENT,paid off
8000,36 months,37200,debt_consolidation,RENT,paid off
18500,60 months,60000,debt_consolidation,MORTGAGE,default
21000,60 months,78000,debt_consolidation,MORTGAGE,default
8000,36 months,93000,debt_consolidation,RENT,paid off
25450,36 months,125000,debt_consolidation,MORTGAGE,paid off
11200,60 months,35000,debt_consolidation,OWN,paid off
5600,36 months,24000,debt_consolidation,RENT,paid off
7000,36 months,62400,debt_consolidation,OWN,default
35000,60 months,114000,home_improvement,MORTGAGE,default
4000,36 months,59363,debt_consolidation,MORTGAGE,paid off
7200,36 months,45000,debt_consolidation,RENT,default
17000,36 months,69000,debt_consolidation,MORTGAGE,paid off
26000,60 months,62000,debt_consolidation,MORTGAGE,paid off
33950,36 months,91000,debt_consolidation,MORTGAGE,paid off
8000,36 months,106000,credit_card,MORTGAGE,paid off
6800,36 months,54000,credit_card,RENT,default
7800,36 months,110000,debt_consolidation,OWN,paid off
26000,60 months,78000,small_business,OWN,default
10000,36 months,27000,home_improvement,MORTGAGE,paid off
9000,36 months,33500,debt_consolidation,RENT,paid off
10000,36 months,60000,debt_consolidation,MORTGAGE,default
23500,60 months,60000,debt_consolidation,RENT,default
27575,36 months,62000,debt_consolidation,MORTGAGE,default
8000,36 months,52000,debt_consolidation,MORTGAGE,default
5825,36 months,28000,debt_consolidation,OWN,default
35000,60 months,106000,debt_consolidation,MORTGAGE,default
2000,36 months,25000,other,RENT,paid off
5200,36 months,50000,debt_consolidation,RENT,default
9000,36 months,125000,debt_consolidation,RENT,paid off
4000,36 months,24396,medical,MORTGAGE,paid off
19600,60 months,51000,debt_consolidation,RENT,default
12000,60 months,42000,debt_consolidation,RENT,default
35000,60 months,90000,debt_consolidation,RENT,paid off
8400,36 months,39450,other,MORTGAGE,default
18000,60 months,85000,medical,RENT,default
35000,36 months,95000,credit_card,MORTGAGE,default
10350,36 months,24600,debt_consolidation,OWN,paid off
12000,36 months,92000,other,RENT,default
3600,36 months,52000,small_business,MORTGAGE,default
10000,36 months,40000,debt_consolidation,MORTGAGE,paid off
29175,60 months,64947,debt_consolidation,MORTGAGE,default
11300,36 months,35000,credit_card,RENT,paid off
14675,60 months,42000,debt_consolidation,MORTGAGE,default
9600,36 months,103064,debt_consolidation,MORTGAGE,paid off
15000,60 months,65000,debt_consolidation,MORTGAGE,default
8125,36 months,80000,debt_consolidation,OWN,paid off
35000,36 months,85000,credit_card,RENT,paid off
16000,60 months,110000,debt_consolidation,MORTGAGE,default
24125,60 months,55000,credit_card,MORTGAGE,paid off
22325,36 months,45000,credit_card,RENT,paid off
3250,36 months,45292,major_purchase,MORTGAGE,default
33950,60 months,50000,credit_card,RENT,default
26000,60 months,145000,debt_consolidation,MORTGAGE,paid off
29000,36 months,140000,debt_consolidation,RENT,default
5500,36 months,52000,credit_card,RENT,default
22800,60 months,51000,house,RENT,default
17000,36 months,43000,debt_consolidation,RENT,default
12650,36 months,80000,debt_consolidation,MORTGAGE,default
4000,36 months,55000,debt_consolidation,RENT,paid off
25000,36 months,157500,credit_card,MORTGAGE,paid off
19600,60 months,47000,debt_consolidation,MORTGAGE,default
7000,36 months,87360,debt_consolidation,MORTGAGE,paid off
5200,36 months,20000,debt_consolidation,RENT,default
8500,36 months,45000,debt_consolidation,MORTGAGE,default
10500,36 months,32000,debt_consolidation,RENT,default
20000,36 months,100000,debt_consolidation,MORTGAGE,paid off
12300,60 months,44346,debt_consolidation,RENT,default
5500,36 months,50000,debt_consolidation,MORTGAGE,paid off
11100,36 months,65000,debt_consolidation,RENT,default
11100,36 months,33000,credit_card,RENT,default
21000,60 months,42000,debt_consolidation,OWN,default
8150,36 months,141299,other,MORTGAGE,paid off
7925,60 months,98000,debt_consolidation,MORTGAGE,default
8325,36 months,40000,credit_card,RENT,paid off
6350,36 months,75000,credit_card,MORTGAGE,paid off
20000,36 months,44000,small_business,RENT,default
6625,60 months,40000,other,MORTGAGE,default
22250,36 months,42000,small_business,MORTGAGE,paid off
7000,36 months,41000,wedding,RENT,default
8000,36 months,60000,debt_consolidation,RENT,paid off
35000,60 months,120000,debt_consolidation,OWN,paid off
16000,36 months,55000,other,RENT,default
14900,60 months,44000,debt_consolidation,RENT,default
6400,36 months,54996,debt_consolidation,MORTGAGE,paid off
15000,36 months,62000,debt_consolidation,MORTGAGE,default
3000,36 months,40000,debt_consolidation,RENT,paid off
31775,36 months,68000,small_business,RENT,paid off
10000,36 months,50000,credit_card,MORTGAGE,default
5600,36 months,48000,home_improvement,RENT,default
15000,60 months,70000,debt_consolidation,OWN,default
30000,36 months,140000,credit_card,RENT,paid off
9700,36 months,55990,debt_consolidation,MORTGAGE,paid off
9600,60 months,96000,debt_consolidation,RENT,default
4200,60 months,39999,medical,RENT,default
10000,36 months,74400,debt_consolidation,MORTGAGE,default
10000,36 months,90000,debt_consolidation,MORTGAGE,paid off
2500,36 months,38000,debt_consolidation,MORTGAGE,paid off
17500,36 months,60000,debt_consolidation,MORTGAGE,paid off
1800,36 months,23000,other,RENT,paid off
22500,36 months,96000,debt_consolidation,MORTGAGE,paid off
10000,36 months,36000,home_improvement,MORTGAGE,default
11200,36 months,47000,debt_consolidation,OTHER,default
17050,36 months,38000,debt_consolidation,RENT,default
31000,60 months,75000,house,MORTGAGE,default
12000,36 months,60000,debt_consolidation,MORTGAGE,paid off
5000,36 months,40000,other,MORTGAGE,paid off
2000,36 months,79000,other,MORTGAGE,paid off
21000,60 months,95174,debt_consolidation,RENT,paid off
10500,36 months,62000,debt_consolidation,OWN,default
8000,36 months,140000,home_improvement,MORTGAGE,paid off
9000,36 months,35000,debt_consolidation,RENT,default
18000,36 months,175000,debt_consolidation,MORTGAGE,paid off
12000,36 months,72000,debt_consolidation,RENT,paid off
10000,36 months,60000,debt_consolidation,RENT,default
4575,36 months,22000,debt_consolidation,RENT,default
13625,36 months,36000,credit_card,OWN,default
9600,36 months,160000,debt_consolidation,RENT,paid off
8800,36 months,40000,credit_card,RENT,default
7500,36 months,95160,debt_consolidation,RENT,paid off
25475,36 months,188000,home_improvement,RENT,default
17000,36 months,81281,credit_card,MORTGAGE,paid off
4750,36 months,115000,debt_consolidation,RENT,paid off
2000,36 months,96000,moving,RENT,default
11150,60 months,65000,debt_consolidation,MORTGAGE,default
8000,36 months,62000,major_purchase,MORTGAGE,default
15000,36 months,62000,credit_card,OWN,paid off
15000,36 months,65000,credit_card,RENT,default
17625,36 months,60000,debt_consolidation,RENT,paid off
18000,36 months,110000,debt_consolidation,MORTGAGE,paid off
28000,36 months,121000,other,MORTGAGE,paid off
11000,36 months,69000,debt_consolidation,RENT,paid off
10000,36 months,22000,major_purchase,RENT,paid off
30000,36 months,295000,debt_consolidation,MORTGAGE,default
20000,36 months,72000,debt_consolidation,RENT,paid off
5000,36 months,23000,debt_consolidation,MORTGAGE,paid off
2000,36 months,19200,small_business,RENT,default
35000,60 months,150000,debt_consolidation,RENT,default
1800,36 months,16065,credit_card,RENT,paid off
14300,36 months,52000,debt_consolidation,MORTGAGE,default
5550,36 months,23000,debt_consolidation,MORTGAGE,paid off
20000,60 months,70000,debt_consolidation,RENT,default
4000,36 months,54000,debt_consolidation,RENT,default
20000,36 months,84000,debt_consolidation,MORTGAGE,paid off
23700,60 months,70700,other,MORTGAGE,default
5325,36 months,22000,credit_card,RENT,default
8000,36 months,39480,debt_consolidation,OWN,paid off
10000,36 months,50000,debt_consolidation,RENT,paid off
13700,36 months,40000,debt_consolidation,MORTGAGE,paid off
19200,60 months,62000,debt_consolidation,MORTGAGE,paid off
30500,60 months,84000,debt_consolidation,MORTGAGE,default
6000,60 months,105996,other,MORTGAGE,default
8000,36 months,30000,credit_card,MORTGAGE,default
12000,36 months,85000,debt_consolidation,MORTGAGE,paid off
12000,60 months,52000,other,MORTGAGE,default
26500,60 months,60400,credit_card,MORTGAGE,paid off
4000,36 months,35000,major_purchase,MORTGAGE,default
22000,36 months,80000,credit_card,MORTGAGE,paid off
28000,36 months,74190,debt_consolidation,RENT,default
13000,60 months,90000,home_improvement,MORTGAGE,default
2500,36 months,44000,home_improvement,MORTGAGE,default
30000,36 months,100000,debt_consolidation,RENT,default
2500,36 months,19464,other,RENT,default
2000,36 months,12000,debt_consolidation,RENT,default
22750,60 months,52000,debt_consolidation,MORTGAGE,default
5000,36 months,36000,debt_consolidation,RENT,default
22325,60 months,50900,credit_card,MORTGAGE,default
20000,36 months,50000,credit_card,OWN,default
12500,36 months,50000,debt_consolidation,RENT,paid off
8400,36 months,48000,debt_consolidation,MORTGAGE,paid off
7300,36 months,65000,debt_consolidation,MORTGAGE,default
10000,36 months,148000,other,MORTGAGE,paid off
10050,36 months,30000,small_business,OWN,default
18825,60 months,43000,debt_consolidation,MORTGAGE,default
5000,36 months,24996,debt_consolidation,RENT,default
11700,36 months,40000,debt_consolidation,RENT,default
5000,36 months,195000,debt_consolidation,MORTGAGE,paid off
7200,36 months,35000,car,RENT,default
30000,60 months,150000,other,RENT,paid off
31825,60 months,80000,debt_consolidation,MORTGAGE,default
1500,36 months,34000,other,RENT,paid off
6000,36 months,60000,credit_card,MORTGAGE,paid off
4325,36 months,35000,vacation,RENT,default
9000,60 months,85200,debt_consolidation,MORTGAGE,default
12000,36 months,120000,moving,RENT,paid off
12675,36 months,80000,debt_consolidation,MORTGAGE,paid off
13600,36 months,67000,debt_consolidation,MORTGAGE,default
20000,60 months,64000,credit_card,MORTGAGE,default
23675,36 months,60000,home_improvement,OWN,default
7200,36 months,72000,debt_consolidation,MORTGAGE,default
35000,60 months,145000,debt_consolidation,MORTGAGE,paid off
30000,60 months,80000,debt_consolidation,RENT,default
12000,36 months,29000,credit_card,RENT,paid off
35000,60 months,99000,debt_consolidation,MORTGAGE,paid off
18000,36 months,61000,debt_consolidation,MORTGAGE,default
15000,36 months,76960,debt_consolidation,MORTGAGE,paid off
6000,36 months,23920,credit_card,RENT,default
5000,36 months,68000,home_improvement,MORTGAGE,default
12000,60 months,150000,debt_consolidation,RENT,default
24000,36 months,85000,debt_consolidation,MORTGAGE,paid off
8000,36 months,95000,debt_consolidation,MORTGAGE,paid off
20000,36 months,83000,debt_consolidation,MORTGAGE,paid off
5500,36 months,18468,credit_card,RENT,paid off
12000,36 months,45000,credit_card,RENT,paid off
16000,60 months,40000,debt_consolidation,MORTGAGE,default
24250,60 months,55000,credit_card,MORTGAGE,default
4000,36 months,36000,debt_consolidation,RENT,paid off
11000,36 months,36000,debt_consolidation,RENT,default
16800,60 months,52840,other,MORTGAGE,default
10750,36 months,35000,debt_consolidation,RENT,default
12700,36 months,53000,debt_consolidation,MORTGAGE,default
16000,36 months,71610,credit_card,RENT,paid off
12000,60 months,77954,car,MORTGAGE,default
10000,36 months,40800,moving,OWN,paid off
21725,36 months,71000,small_business,MORTGAGE,paid off
7500,36 months,61800,debt_consolidation,RENT,paid off
35000,60 months,175000,debt_consolidation,MORTGAGE,paid off
6000,36 months,21000,debt_consolidation,RENT,paid off
35000,60 months,200000,major_purchase,MORTGAGE,default
15000,36 months,113698,debt_consolidation,MORTGAGE,paid off
5500,36 months,41900,debt_consolidation,RENT,paid off
21500,60 months,70000,debt_consolidation,MORTGAGE,paid off
9600,36 months,60000,debt_consolidation,RENT,paid off
28000,36 months,90000,debt_consolidation,MORTGAGE,default
4000,36 months,54996,other,RENT,default
13700,36 months,92000,home_improvement,MORTGAGE,default
15000,36 months,55000,credit_card,RENT,paid off
25000,60 months,65000,home_improvement,MORTGAGE,default
6000,36 months,62000,home_improvement,MORTGAGE,default
15000,36 months,125000,home_improvement,OWN,default
6000,36 months,57000,car,RENT,paid off
7250,36 months,32000,debt_consolidation,MORTGAGE,paid off
5000,36 months,107028,small_business,RENT,default
10000,36 months,130000,major_purchase,MORTGAGE,paid off
18000,36 months,60000,debt_consolidation,RENT,default
16200,36 months,52000,debt_consolidation,OWN,paid off
4875,36 months,73000,credit_card,MORTGAGE,paid off
10625,36 months,31000,debt_consolidation,RENT,default
20000,36 months,102000,small_business,RENT,paid off
5750,36 months,78000,credit_card,MORTGAGE,paid off
7500,36 months,48000,major_purchase,MORTGAGE,paid off
18000,60 months,85000,debt_consolidation,MORTGAGE,default
2500,36 months,15360,other,OWN,default
14000,36 months,70000,debt_consolidation,MORTGAGE,paid off
13750,36 months,41000,debt_consolidation,MORTGAGE,default
25000,60 months,175000,debt_consolidation,MORTGAGE,default
13200,36 months,62500,debt_consolidation,MORTGAGE,paid off
5125,36 months,14400,other,OWN,default
16000,36 months,95000,credit_card,RENT,paid off
10000,36 months,105000,small_business,MORTGAGE,paid off
10000,36 months,125000,debt_consolidation,MORTGAGE,paid off
3200,36 months,52000,debt_consolidation,RENT,default
11500,60 months,34000,debt_consolidation,RENT,paid off
4000,36 months,48000,credit_card,RENT,paid off
25475,36 months,65000,credit_card,RENT,default
30000,60 months,93600,debt_consolidation,MORTGAGE,default
18450,36 months,70000,home_improvement,OWN,paid off
16950,60 months,38000,debt_consolidation,RENT,default
24000,60 months,66000,debt_consolidation,MORTGAGE,default
5000,36 months,90000,credit_card,RENT,paid off
16000,36 months,62000,debt_consolidation,MORTGAGE,default
12000,60 months,46000,other,MORTGAGE,paid off
20000,36 months,192000,debt_consolidation,OTHER,default
7000,36 months,155000,home_improvement,MORTGAGE,paid off
20225,60 months,74000,debt_consolidation,RENT,paid off
5375,36 months,24000,small_business,RENT,default
5000,36 months,72000,vacation,RENT,paid off
9600,36 months,54000,debt_consolidation,RENT,default
7000,36 months,175000,home_improvement,MORTGAGE,paid off
6000,36 months,45000,major_purchase,MORTGAGE,paid off
18000,60 months,85000,debt_consolidation,RENT,paid off
5000,36 months,100000,small_business,MORTGAGE,paid off
8000,36 months,35000,debt_consolidation,RENT,paid off
5375,36 months,45000,credit_card,RENT,paid off
5000,36 months,105000,car,MORTGAGE,paid off
20675,60 months,56000,credit_card,MORTGAGE,paid off
5900,60 months,58100,other,RENT,default
3000,36 months,60000,other,RENT,paid off
9500,60 months,60000,small_business,MORTGAGE,default
6000,36 months,68000,debt_consolidation,MORTGAGE,paid off
11500,36 months,34000,credit_card,MORTGAGE,default
7750,36 months,20352,credit_card,OWN,paid off
15000,36 months,55000,debt_consolidation,RENT,default
15000,60 months,130000,home_improvement,MORTGAGE,paid off
3000,36 months,43200,major_purchase,MORTGAGE,paid off
1500,36 months,24000,other,MORTGAGE,paid off
21000,60 months,84000,debt_consolidation,MORTGAGE,default
30000,36 months,150000,debt_consolidation,MORTGAGE,default
15000,36 months,51000,debt_consolidation,MORTGAGE,paid off
20000,36 months,120000,debt_consolidation,MORTGAGE,paid off
15000,36 months,60000,debt_consolidation,MORTGAGE,default
18225,36 months,46900,debt_consolidation,RENT,default
35000,60 months,80000,debt_consolidation,MORTGAGE,default
17500,60 months,62000,credit_card,MORTGAGE,default
5000,36 months,35000,credit_card,MORTGAGE,paid off
12000,36 months,37000,debt_consolidation,MORTGAGE,default
18000,36 months,65000,small_business,MORTGAGE,paid off
10000,36 months,50000,debt_consolidation,RENT,paid off
12500,36 months,80000,credit_card,RENT,paid off
21000,36 months,125000,house,RENT,default
10000,36 months,26400,debt_consolidation,RENT,default
12000,36 months,65000,debt_consolidation,MORTGAGE,default
15500,36 months,50000,debt_consolidation,MORTGAGE,default
6625,36 months,33000,debt_consolidation,MORTGAGE,default
15000,36 months,65000,debt_consolidation,RENT,paid off
12000,60 months,110000,credit_card,MORTGAGE,paid off
20000,60 months,88000,debt_consolidation,MORTGAGE,paid off
10325,36 months,70000,debt_consolidation,RENT,default
15000,60 months,117000,debt_consolidation,MORTGAGE,paid off
10000,36 months,39000,debt_consolidation,RENT,default
35000,60 months,78000,credit_card,RENT,default
20000,60 months,60000,debt_consolidation,OWN,default
13500,36 months,160600,home_improvement,MORTGAGE,paid off
14900,36 months,84200,credit_card,MORTGAGE,paid off
4800,36 months,60000,home_improvement,RENT,default
15000,60 months,88712,credit_card,MORTGAGE,paid off
17000,36 months,48000,debt_consolidation,MORTGAGE,paid off
6500,36 months,51400,debt_consolidation,RENT,paid off
28000,60 months,52000,debt_consolidation,RENT,default
19000,36 months,35000,debt_consolidation,RENT,paid off
3000,60 months,76116,car,OWN,paid off
21250,36 months,52000,debt_consolidation,MORTGAGE,paid off
10000,36 months,69996,major_purchase,RENT,paid off
7000,36 months,76000,debt_consolidation,MORTGAGE,default
16000,60 months,215000,other,RENT,default
8000,36 months,62700,debt_consolidation,MORTGAGE,paid off
3000,36 months,25000,credit_card,RENT,paid off
17625,36 months,40000,credit_card,RENT,default
3000,36 months,44340,other,OWN,paid off
6850,36 months,80000,debt_consolidation,MORTGAGE,paid off
5000,36 months,54000,debt_consolidation,MORTGAGE,default
20375,36 months,110000,home_improvement,MORTGAGE,paid off
25000,36 months,84000,debt_consolidation,OWN,default
35000,60 months,110000,debt_consolidation,MORTGAGE,paid off
35000,36 months,120000,debt_consolidation,MORTGAGE,paid off
18650,36 months,58000,debt_consolidation,MORTGAGE,default
2400,36 months,88000,credit_card,RENT,paid off
4500,36 months,64000,home_improvement,MORTGAGE,default
5800,36 months,20000,debt_consolidation,RENT,default
20000,60 months,54000,other,MORTGAGE,default
9775,36 months,48000,debt_consolidation,MORTGAGE,paid off
1800,36 months,9600,other,RENT,paid off
25000,60 months,145000,home_improvement,MORTGAGE,default
1500,36 months,41219,major_purchase,MORTGAGE,paid off
14075,36 months,73500,other,RENT,default
14400,36 months,41000,debt_consolidation,RENT,default
6000,36 months,79000,debt_consolidation,RENT,paid off
16000,36 months,51240,credit_card,MORTGAGE,default
16950,60 months,40000,home_improvement,MORTGAGE,default
12000,36 months,90000,debt_consolidation,MORTGAGE,paid off
8000,36 months,55000,debt_consolidation,RENT,paid off
12000,36 months,36000,credit_card,MORTGAGE,paid off
9000,36 months,37000,debt_consolidation,RENT,paid off
4000,36 months,24000,small_business,RENT,paid off
18000,60 months,138962,debt_consolidation,MORTGAGE,default
12000,36 months,69805,debt_consolidation,RENT,paid off
28000,36 months,115000,debt_consolidation,MORTGAGE,paid off
20000,36 months,65000,debt_consolidation,MORTGAGE,default
34900,60 months,110000,debt_consolidation,MORTGAGE,paid off
14400,36 months,59700,house,MORTGAGE,paid off
20000,36 months,50000,credit_card,OWN,paid off
34000,60 months,85432,debt_consolidation,MORTGAGE,paid off
12000,36 months,38000,debt_consolidation,RENT,paid off
3625,36 months,20000,debt_consolidation,OWN,default
7000,36 months,109000,debt_consolidation,MORTGAGE,paid off
8000,36 months,24996,medical,OWN,default
27050,36 months,68000,other,OWN,default
18000,60 months,120000,car,RENT,default
16000,36 months,55000,debt_consolidation,MORTGAGE,default
31300,60 months,70000,debt_consolidation,MORTGAGE,default
4000,36 months,83200,home_improvement,MORTGAGE,paid off
35000,60 months,95000,debt_consolidation,RENT,paid off
12000,60 months,35000,medical,MORTGAGE,default
4200,36 months,36600,home_improvement,MORTGAGE,paid off
9250,60 months,26000,credit_card,RENT,default
8000,36 months,100000,debt_consolidation,MORTGAGE,paid off
11600,36 months,97000,debt_consolidation,MORTGAGE,paid off
4975,36 months,34000,major_purchase,RENT,default
3600,36 months,68000,major_purchase,MORTGAGE,paid off
3600,36 months,67000,credit_card,RENT,default
8000,36 months,55000,medical,RENT,default
9325,36 months,58000,home_improvement,MORTGAGE,default
20400,60 months,70000,debt_consolidation,MORTGAGE,paid off
1500,36 months,28000,other,RENT,default
10000,36 months,70000,debt_consolidation,RENT,default
18000,60 months,36000,debt_consolidation,RENT,default
4000,36 months,30000,wedding,RENT,paid off
10800,60 months,87000,debt_consolidation,OWN,default
33950,60 months,85000,debt_consolidation,MORTGAGE,default
